insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (188, 56, 'Descripcion:-VQAANW', 'Comentario:-FGTFWX', 4027.86, '2019-07-02', '2019-08-31', '2019-11-10');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (31, 2, 'Descripcion:-CZAEPH', 'Comentario:-SERPQQ', 12631.36, '2019-03-04', '2019-10-12', '2019-11-22');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (163, 1, 'Descripcion:-NXATKW', 'Comentario:-RIADIW', 4247.56, '2019-02-10', '2019-10-12', '2019-11-18');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (178, 87, 'Descripcion:-PSUUCJ', 'Comentario:-VNDMNC', 9622.37, '2019-02-02', '2019-09-05', '2019-11-10');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (84, 56, 'Descripcion:-ULAVMR', 'Comentario:-WDBLIB', 11205.23, '2019-04-11', '2019-08-07', '2019-11-07');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (116, 55, 'Descripcion:-SYOYNR', 'Comentario:-NAHOCF', 14268.97, '2019-05-31', '2019-09-15', '2019-11-27');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (164, 60, 'Descripcion:-XBNPKB', 'Comentario:-DVFSPQ', 12025.97, '2019-02-19', '2019-08-20', '2019-12-19');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (206, 50, 'Descripcion:-NPYOCR', 'Comentario:-HTNOHA', 12994.18, '2019-02-03', '2019-08-03', '2019-11-18');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (57, 88, 'Descripcion:-HRPIXI', 'Comentario:-FQMZLT', 4438.65, '2019-07-03', '2019-08-12', '2019-12-21');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (104, 51, 'Descripcion:-LYEKVE', 'Comentario:-PXZPRK', 6014.23, '2019-05-14', '2019-09-19', '2019-12-26');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (211, 61, 'Descripcion:-OVUPMW', 'Comentario:-HAZJNT', 4887.79, '2019-05-29', '2019-08-07', '2019-11-03');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (69, 75, 'Descripcion:-ATFTHT', 'Comentario:-OROCOR', 4057.04, '2019-04-29', '2019-09-25', '2019-12-23');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (124, 64, 'Descripcion:-FXBZGB', 'Comentario:-NTSGES', 8705.63, '2019-01-01', '2019-10-13', '2019-11-04');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (129, 61, 'Descripcion:-EKAIAW', 'Comentario:-IFWLSY', 4734.93, '2019-03-02', '2019-09-02', '2019-12-11');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (27, 12, 'Descripcion:-XURLAA', 'Comentario:-EODUPJ', 13915.34, '2019-05-10', '2019-10-22', '2019-12-26');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (149, 30, 'Descripcion:-JTNASK', 'Comentario:-BLNBQS', 9324.53, '2019-03-11', '2019-08-29', '2019-11-07');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (44, 51, 'Descripcion:-SDSJZP', 'Comentario:-FWCYSP', 14933.72, '2019-05-16', '2019-08-07', '2019-11-08');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (214, 80, 'Descripcion:-SYGZYQ', 'Comentario:-TRKNUN', 6855.42, '2019-05-16', '2019-10-22', '2019-12-02');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (182, 89, 'Descripcion:-WISHRL', 'Comentario:-QQBFOS', 5231.96, '2019-05-31', '2019-08-30', '2019-12-13');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (13, 98, 'Descripcion:-NTDINM', 'Comentario:-PSDEMP', 7976.57, '2019-07-17', '2019-09-29', '2019-11-23');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (99, 16, 'Descripcion:-NBQIQE', 'Comentario:-WTGNET', 7147.49, '2019-04-08', '2019-10-28', '2019-12-14');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (138, 4, 'Descripcion:-ANOWZG', 'Comentario:-BFNZQN', 3511.44, '2019-04-19', '2019-10-23', '2019-12-30');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (71, 91, 'Descripcion:-YBTKVJ', 'Comentario:-GUZLLL', 928.32, '2019-02-02', '2019-10-19', '2019-11-13');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (163, 92, 'Descripcion:-JUQBAM', 'Comentario:-NQESHO', 14947.23, '2019-02-25', '2019-09-04', '2019-12-04');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (63, 30, 'Descripcion:-KWSMHK', 'Comentario:-LLSZAJ', 11358.15, '2019-05-30', '2019-09-08', '2019-10-31');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (190, 18, 'Descripcion:-AFCZQI', 'Comentario:-CMMHMC', 13657.77, '2019-01-17', '2019-08-06', '2019-12-15');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (204, 92, 'Descripcion:-HKRHAG', 'Comentario:-NYQUPC', 14408.1, '2019-06-03', '2019-08-26', '2019-12-05');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (162, 80, 'Descripcion:-WHUPZS', 'Comentario:-OIHGUM', 1988.07, '2019-06-14', '2019-09-19', '2019-12-15');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (158, 59, 'Descripcion:-GNJRLT', 'Comentario:-NPOGHY', 6360.24, '2019-06-01', '2019-09-20', '2019-12-08');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (136, 71, 'Descripcion:-MMCSTK', 'Comentario:-YYUNMX', 9320.12, '2019-01-26', '2019-08-30', '2019-12-28');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (144, 92, 'Descripcion:-VFEGZL', 'Comentario:-TAEDEA', 8228.99, '2019-02-04', '2019-09-01', '2019-12-16');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (152, 96, 'Descripcion:-FVMSKY', 'Comentario:-CIRHIK', 2371.08, '2019-06-30', '2019-09-15', '2019-12-25');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (134, 84, 'Descripcion:-HELFJU', 'Comentario:-JZYLQI', 5682.86, '2019-02-05', '2019-08-13', '2019-11-27');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (8, 19, 'Descripcion:-EGXEQG', 'Comentario:-HFHVLI', 3852.78, '2019-01-10', '2019-08-09', '2019-12-14');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (178, 77, 'Descripcion:-IKBQSJ', 'Comentario:-QPNELY', 4186.61, '2019-01-23', '2019-08-23', '2019-12-16');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (84, 88, 'Descripcion:-LBJMNJ', 'Comentario:-GEDSRH', 976.01, '2019-04-14', '2019-08-09', '2019-11-14');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (186, 65, 'Descripcion:-GDMEFL', 'Comentario:-LWZBRD', 365.23, '2019-06-27', '2019-10-09', '2019-11-16');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (65, 88, 'Descripcion:-GUCNGP', 'Comentario:-JXNJFZ', 1015.37, '2019-07-23', '2019-08-15', '2019-11-23');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (129, 18, 'Descripcion:-NRJECJ', 'Comentario:-XMOJXW', 13199.86, '2019-01-28', '2019-09-13', '2019-12-07');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (162, 80, 'Descripcion:-ULFHKR', 'Comentario:-CCUYZZ', 606.34, '2019-02-07', '2019-10-05', '2019-12-06');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (162, 33, 'Descripcion:-RMSVPW', 'Comentario:-RBZDKR', 4800.11, '2019-07-30', '2019-08-18', '2019-11-03');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (151, 44, 'Descripcion:-KDUNOJ', 'Comentario:-ROGHWV', 737.2, '2021-03-21');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (167, 23, 'Descripcion:-IVZQIV', 'Comentario:-HXBSJW', 14075.14, '2021-01-08');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (111, 48, 'Descripcion:-KLBHWE', 'Comentario:-LYXCBU', 483.59, '2021-02-14');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (30, 37, 'Descripcion:-YDYCKV', 'Comentario:-LYZROT', 1085.07, '2021-03-01');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (128, 20, 'Descripcion:-IWZJBH', 'Comentario:-EAIBCM', 8225.37, '2021-02-04');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (37, 41, 'Descripcion:-XTZKFV', 'Comentario:-LJJBLB', 2481.39, '2021-03-22');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (117, 8, 'Descripcion:-FXJHLZ', 'Comentario:-NANACN', 6185.77, '2021-04-11');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (36, 21, 'Descripcion:-AHLSVL', 'Comentario:-UWQKTT', 9350.55, '2021-02-27');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (144, 35, 'Descripcion:-XOGCTR', 'Comentario:-GIQVUC', 5828.25, '2021-03-01');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (103, 41, 'Descripcion:-KRYBMJ', 'Comentario:-QTQNTN', 9590.86, '2021-02-20');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (158, 45, 'Descripcion:-MQJLDQ', 'Comentario:-YECSJJ', 13670.76, '2021-04-13');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (133, 50, 'Descripcion:-AWAYUZ', 'Comentario:-AZDJIM', 10947.3, '2021-02-15');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (40, 48, 'Descripcion:-ZPBKUV', 'Comentario:-LEXESR', 949.08, '2021-02-17');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (114, 42, 'Descripcion:-WLUEEZ', 'Comentario:-WDTCAS', 9507.38, '2021-04-18');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (119, 10, 'Descripcion:-VHESXG', 'Comentario:-TKCMQC', 598.8, '2021-03-28');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (88, 13, 'Descripcion:-MOCIRD', 'Comentario:-AEFAVJ', 1982.73, '2021-02-11');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (97, 9, 'Descripcion:-IAVDCV', 'Comentario:-AKKCAB', 230.84, '2021-01-11');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (167, 44, 'Descripcion:-IDXDAF', 'Comentario:-BGTWFJ', 6689.47, '2021-01-13');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (78, 31, 'Descripcion:-KGLUKG', 'Comentario:-NARNHU', 7235.18, '2021-04-14');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (73, 18, 'Descripcion:-IGGWLE', 'Comentario:-OHFLDK', 687.43, '2021-03-30');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (109, 39, 'Descripcion:-ZCRPQJ', 'Comentario:-NOYDPA', 12568.68, '2021-04-04');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (155, 17, 'Descripcion:-JQEWRF', 'Comentario:-GJGFBM', 8622.27, '2021-01-20');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (96, 16, 'Descripcion:-ICTAIX', 'Comentario:-RLPCCZ', 11692.49, '2021-02-19');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (133, 37, 'Descripcion:-QRTMJF', 'Comentario:-JVNFGM', 10079.49, '2021-03-17');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (143, 14, 'Descripcion:-PLWNUA', 'Comentario:-BJSJRW', 11322.71, '2021-03-10');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (64, 34, 'Descripcion:-GKBDHL', 'Comentario:-NGYHCD', 9533.17, '2021-01-17');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (172, 43, 'Descripcion:-OKWZGI', 'Comentario:-MVJASQ', 288.92, '2021-03-18');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (39, 24, 'Descripcion:-AYQOQY', 'Comentario:-OHOAXZ', 13691.29, '2021-03-28');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (177, 12, 'Descripcion:-KJBWPJ', 'Comentario:-GAISZI', 7048.66, '2021-04-08');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (135, 40, 'Descripcion:-FJTOKV', 'Comentario:-DCXKNN', 10898.25, '2021-04-09');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (128, 28, 'Descripcion:-ANKHCV', 'Comentario:-WTXJIV', 6494.32, '2021-02-02');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (116, 2, 'Descripcion:-GHMFNU', 'Comentario:-WYVNND', 12073.63, '2021-01-13');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (140, 30, 'Descripcion:-FUNFKM', 'Comentario:-LRKAKS', 4818.03, '2021-02-12');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (176, 1, 'Descripcion:-ISQAFN', 'Comentario:-HGIWYK', 5598.06, '2021-04-01');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (113, 28, 'Descripcion:-UTNDMX', 'Comentario:-RQZDUY', 10819.8, '2021-02-06');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (78, 46, 'Descripcion:-XATXAV', 'Comentario:-LYDKNE', 11643.61, '2021-03-17');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (146, 32, 'Descripcion:-VJHQSO', 'Comentario:-LRBLCE', 11591.47, '2021-02-03');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (166, 2, 'Descripcion:-XNYCSA', 'Comentario:-LNIMVA', 9060.69, '2021-04-23');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (183, 34, 'Descripcion:-JZXWZK', 'Comentario:-AWERNT', 14671.28, '2021-03-03');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (96, 14, 'Descripcion:-JQMQVB', 'Comentario:-OAQBDA', 5436.54, '2021-02-04');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (12, 22, 'Descripcion:-HRKDYV', 'Comentario:-SUZXOH', 12739.62, '2021-02-15');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (125, 23, 'Descripcion:-MDHGVD', 'Comentario:-OWGGDX', 13531.73, '2021-02-09');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (27, 10, 'Descripcion:-KJORQN', 'Comentario:-XHPWLE', 1255.98, '2021-04-04');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (11, 21, 'Descripcion:-MATLRK', 'Comentario:-IZYWQD', 3597.85, '2021-01-12');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (51, 14, 'Descripcion:-QIFANN', 'Comentario:-ZYXOPX', 13116.38, '2021-04-06');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (211, 30, 'Descripcion:-LTHUPO', 'Comentario:-BSGRSO', 797.81, '2021-02-17');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (130, 21, 'Descripcion:-TKJHFZ', 'Comentario:-RFWCEC', 13098.98, '2021-01-17');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (104, 33, 'Descripcion:-IJGEER', 'Comentario:-GHLGHT', 12976.7, '2021-01-06');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (88, 24, 'Descripcion:-PSPSLX', 'Comentario:-LIWLTD', 9573.11, '2021-01-05');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (72, 12, 'Descripcion:-VQDTBC', 'Comentario:-WHLEZG', 6681.6, '2021-04-17');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (141, 37, 'Descripcion:-MNGHOK', 'Comentario:-JNPOGN', 9486.07, '2021-02-06');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (103, 27, 'Descripcion:-UNOHYO', 'Comentario:-IFXYYZ', 12532.48, '2021-01-09');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (53, 27, 'Descripcion:-EBYVPJ', 'Comentario:-AZHCZZ', 852.22, '2021-03-30');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (101, 34, 'Descripcion:-SNHGSQ', 'Comentario:-MNZCMI', 10436.91, '2021-04-23');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (88, 39, 'Descripcion:-IFZQBH', 'Comentario:-YXMKXO', 8364.71, '2021-02-04');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (178, 29, 'Descripcion:-UKUERQ', 'Comentario:-EAQLYX', 10761.71, '2021-04-11');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (86, 50, 'Descripcion:-NUXQDT', 'Comentario:-DKSHFJ', 1147.66, '2021-04-23');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (68, 16, 'Descripcion:-KTWGYX', 'Comentario:-NNRSRI', 12234.96, '2021-03-23');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (97, 42, 'Descripcion:-HABVDP', 'Comentario:-GJALOR', 14091.37, '2021-03-05');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (67, 3, 'Descripcion:-EDNWTE', 'Comentario:-KBEHOE', 3393.26, '2021-01-31');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (152, 34, 'Descripcion:-ANHTAI', 'Comentario:-EBAPEL', 11347.07, '2021-04-04');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (75, 20, 'Descripcion:-TXNHSW', 'Comentario:-MPNJIV', 6104.42, '2021-03-09');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (32, 30, 'Descripcion:-PGGIDJ', 'Comentario:-XIECDU', 14304.06, '2021-03-29');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (203, 36, 'Descripcion:-TQDUZY', 'Comentario:-WQYSNG', 13196.59, '2021-03-26');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (98, 30, 'Descripcion:-NJDDQL', 'Comentario:-MOFMJC', 14818.45, '2021-03-29');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (91, 22, 'Descripcion:-RYTFSO', 'Comentario:-GXKBMM', 5897.62, '2021-01-13');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (58, 22, 'Descripcion:-BHIHYU', 'Comentario:-XYEYYD', 11262.13, '2021-03-26');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (137, 32, 'Descripcion:-XOWFOE', 'Comentario:-YURAUC', 6920.89, '2021-03-06');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (164, 22, 'Descripcion:-CPYBSG', 'Comentario:-QOXEJJ', 2129.97, '2021-03-26');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (168, 41, 'Descripcion:-TUFAAU', 'Comentario:-FPQZLW', 2502.0, '2021-03-12');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (163, 44, 'Descripcion:-QGQFNB', 'Comentario:-ENATBD', 5410.23, '2021-02-11');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (49, 39, 'Descripcion:-IOTZQO', 'Comentario:-HOHRWE', 2420.77, '2021-03-10');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (162, 32, 'Descripcion:-RYMFNV', 'Comentario:-SWLWAH', 13019.03, '2021-03-03');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (30, 24, 'Descripcion:-ZYAHZL', 'Comentario:-IMHZLR', 8318.17, '2021-04-11');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (78, 13, 'Descripcion:-OUTOME', 'Comentario:-GCOLWA', 10797.46, '2021-01-10');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (14, 9, 'Descripcion:-MEWJBO', 'Comentario:-FKZPIN', 7846.88, '2021-01-20');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (49, 24, 'Descripcion:-MKEZMC', 'Comentario:-WCBBPM', 2739.79, '2021-04-18');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (198, 47, 'Descripcion:-YWDQWH', 'Comentario:-NXBQHU', 9516.01, '2021-01-18');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (102, 17, 'Descripcion:-WJCPBB', 'Comentario:-NNIBWK', 12008.56, '2021-04-17');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (69, 3, 'Descripcion:-QWRDUD', 'Comentario:-EWDFRA', 753.07, '2021-02-04');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (167, 4, 'Descripcion:-NQJLWT', 'Comentario:-GIGCNU', 3935.71, '2021-02-14');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (105, 48, 'Descripcion:-BUCDYF', 'Comentario:-TVYNVI', 6626.53, '2021-04-12');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (12, 16, 'Descripcion:-NMUSFE', 'Comentario:-EQWVIT', 7553.1, '2021-03-09');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (1, 3, 'Descripcion:-BRHVDM', 'Comentario:-NDWDVH', 849.12, '2021-03-03');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (165, 17, 'Descripcion:-IQLPNT', 'Comentario:-SBTRLK', 10818.52, '2021-02-28');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (166, 28, 'Descripcion:-IVWASO', 'Comentario:-CUTKDI', 12596.25, '2021-03-19');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (61, 6, 'Descripcion:-EGXNDJ', 'Comentario:-FOREOB', 10297.22, '2021-02-25');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (170, 22, 'Descripcion:-UJFASM', 'Comentario:-ZLYDIY', 9960.2, '2021-03-23');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (200, 29, 'Descripcion:-LAXXLM', 'Comentario:-YHECPV', 14494.46, '2021-02-20');
